,CustomerID,Recency_val,freq_val,Amount,Mont_val
102,13758.0,3,1,1541.9299999999998,5
103,13758.0,5,1,1541.9299999999998,5
109,15983.0,1,1,849.8899999999999,4
110,15983.0,5,1,849.8899999999999,4
111,14849.0,1,3,2124.1300000000006,5
112,14849.0,2,3,2124.1300000000006,5
113,14849.0,3,3,2124.1300000000006,5
114,14849.0,4,3,2124.1300000000006,5
115,14849.0,5,3,2124.1300000000006,5
116,17968.0,1,1,155.74999999999997,1
117,16210.0,1,2,9029.729999999998,5
118,16210.0,2,2,9029.729999999998,5
119,16210.0,3,2,9029.729999999998,5
120,16210.0,4,2,9029.729999999998,5
121,16210.0,5,2,9029.729999999998,5
122,17897.0,1,1,346.76,3
123,17897.0,3,1,346.76,3
124,17377.0,1,2,1717.5800000000013,5
125,17377.0,2,2,1717.5800000000013,5
126,17377.0,3,2,1717.5800000000013,5
127,17377.0,4,2,1717.5800000000013,5
128,17377.0,5,2,1717.5800000000013,5
129,16552.0,1,1,253.01000000000002,2
130,16552.0,3,1,253.01000000000002,2
131,17181.0,1,1,211.57,2
132,17181.0,5,1,211.57,2
133,17951.0,1,1,571.9800000000001,4
134,17951.0,5,1,571.9800000000001,4
135,14729.0,1,1,212.64999999999998,2
136,12748.0,1,5,11519.879999999997,5
137,12748.0,2,5,11519.879999999997,5
138,12748.0,3,5,11519.879999999997,5
139,12748.0,4,5,11519.879999999997,5
140,12748.0,5,5,11519.879999999997,5
141,15012.0,1,1,166.98999999999998,1
142,15012.0,5,1,166.98999999999998,1
143,12868.0,1,1,507.58000000000004,3
144,12868.0,2,1,507.58000000000004,3
145,12868.0,3,1,507.58000000000004,3
146,17572.0,1,1,76.75,1
147,17572.0,3,1,76.75,1
148,17572.0,4,1,76.75,1
149,14078.0,1,1,854.5099999999999,4
150,14078.0,2,1,854.5099999999999,4
151,14078.0,3,1,854.5099999999999,4
152,14078.0,4,1,854.5099999999999,4
153,14001.0,1,1,1101.58,5
154,14001.0,3,1,1101.58,5
155,14001.0,5,1,1101.58,5
156,15525.0,1,1,423.1599999999998,3
157,15525.0,5,1,423.1599999999998,3
158,14237.0,1,1,126.30000000000001,1
159,17905.0,1,1,786.39,4
160,17905.0,4,1,786.39,4
161,15485.0,1,1,1021.8099999999998,5
162,15485.0,5,1,1021.8099999999998,5
163,16955.0,1,1,360.56,3
164,16955.0,3,1,360.56,3
165,15350.0,1,1,40.050000000000004,1
166,15605.0,1,1,578.73,4
167,15605.0,2,1,578.73,4
168,15605.0,3,1,578.73,4
169,15605.0,4,1,578.73,4
170,15605.0,5,1,578.73,4
171,18144.0,1,1,1433.55,5
172,18144.0,2,1,1433.55,5
173,18144.0,3,1,1433.55,5
174,18144.0,4,1,1433.55,5
175,18144.0,5,1,1433.55,5
176,15922.0,1,1,304.1,2
177,14594.0,1,1,192.13,2
178,14594.0,5,1,192.13,2
179,15165.0,1,1,307.95,3
180,16456.0,1,1,854.1499999999999,4
181,16456.0,2,1,854.1499999999999,4
182,16456.0,3,1,854.1499999999999,4
183,16456.0,4,1,854.1499999999999,4
184,17346.0,1,2,977.1699999999998,5
185,17346.0,2,2,977.1699999999998,5
186,17346.0,3,2,977.1699999999998,5
187,17346.0,4,2,977.1699999999998,5
188,17346.0,5,2,977.1699999999998,5
189,17643.0,1,1,65.25,1
190,17841.0,1,5,6430.0,5
191,17841.0,2,5,6430.0,5
192,17841.0,3,5,6430.0,5
193,17841.0,4,5,6430.0,5
194,17841.0,5,5,6430.0,5
195,17873.0,1,1,1045.88,5
196,17873.0,2,1,1045.88,5
197,17873.0,3,1,1045.88,5
198,17873.0,4,1,1045.88,5
199,13093.0,1,1,3266.81,5
200,13093.0,2,1,3266.81,5
201,12921.0,1,4,3036.5399999999995,5
202,12921.0,2,4,3036.5399999999995,5
203,12921.0,3,4,3036.5399999999995,5
204,12921.0,4,4,3036.5399999999995,5
205,12921.0,5,4,3036.5399999999995,5
206,13468.0,1,4,2101.2200000000003,5
207,13468.0,2,4,2101.2200000000003,5
208,13468.0,3,4,2101.2200000000003,5
209,13468.0,4,4,2101.2200000000003,5
210,13468.0,5,4,2101.2200000000003,5
211,17760.0,1,1,262.34000000000003,2
212,17760.0,5,1,262.34000000000003,2
213,16928.0,1,2,966.26,5
214,16928.0,2,2,966.26,5
215,16928.0,3,2,966.26,5
216,16928.0,4,2,966.26,5
217,16048.0,1,1,87.84000000000002,1
218,16274.0,1,1,221.22,2
219,14496.0,1,1,463.06,3
220,14496.0,2,1,463.06,3
221,14696.0,1,1,1050.37,5
222,14696.0,3,1,1050.37,5
223,14696.0,4,1,1050.37,5
224,14696.0,5,1,1050.37,5
225,16539.0,1,1,443.81,3
226,16539.0,3,1,443.81,3
227,16539.0,5,1,443.81,3
228,17025.0,1,1,327.77,3
229,17025.0,5,1,327.77,3
235,17690.0,1,2,1976.5100000000002,5
236,17690.0,2,2,1976.5100000000002,5
237,17690.0,3,2,1976.5100000000002,5
238,17690.0,4,2,1976.5100000000002,5
239,17690.0,5,2,1976.5100000000002,5
240,12947.0,1,1,664.64,4
241,12947.0,3,1,664.64,4
242,12947.0,4,1,664.64,4
243,17460.0,1,1,331.18,3
244,17460.0,2,1,331.18,3
245,17460.0,3,1,331.18,3
246,17460.0,4,1,331.18,3
247,18229.0,1,2,2956.8600000000006,5
248,18229.0,2,2,2956.8600000000006,5
249,18229.0,3,2,2956.8600000000006,5
250,18229.0,4,2,2956.8600000000006,5
251,18229.0,5,2,2956.8600000000006,5
252,14142.0,1,1,247.07,2
253,17069.0,1,1,958.4100000000002,5
254,17069.0,3,1,958.4100000000002,5
255,17069.0,4,1,958.4100000000002,5
256,17069.0,5,1,958.4100000000002,5
257,13065.0,1,1,188.16,2
258,14606.0,1,5,2629.1000000000004,5
259,14606.0,2,5,2629.1000000000004,5
260,14606.0,3,5,2629.1000000000004,5
261,14606.0,4,5,2629.1000000000004,5
262,14606.0,5,5,2629.1000000000004,5
263,16835.0,1,1,86.64999999999999,1
264,16835.0,4,1,86.64999999999999,1
265,15235.0,1,1,824.7800000000001,4
266,15235.0,2,1,824.7800000000001,4
267,15235.0,3,1,824.7800000000001,4
268,13576.0,1,2,1871.1799999999998,5
269,13576.0,2,2,1871.1799999999998,5
270,13576.0,3,2,1871.1799999999998,5
271,13576.0,4,2,1871.1799999999998,5
272,13576.0,5,2,1871.1799999999998,5
273,18011.0,1,1,65.58999999999999,1
274,13090.0,1,2,4096.04,5
275,13090.0,2,2,4096.04,5
276,13090.0,3,2,4096.04,5
277,13090.0,4,2,4096.04,5
278,13090.0,5,2,4096.04,5
279,15694.0,1,2,3911.830000000001,5
280,15694.0,2,2,3911.830000000001,5
281,15694.0,3,2,3911.830000000001,5
282,15694.0,5,2,3911.830000000001,5
283,14741.0,1,1,838.44,4
284,14741.0,3,1,838.44,4
285,14741.0,4,1,838.44,4
286,14741.0,5,1,838.44,4
287,13715.0,1,1,609.6200000000001,4
288,13715.0,2,1,609.6200000000001,4
289,17732.0,1,1,179.92000000000002,2
290,12855.0,1,1,27.900000000000002,1
291,15752.0,1,1,715.1300000000002,4
292,15752.0,2,1,715.1300000000002,4
293,15752.0,3,1,715.1300000000002,4
294,15752.0,4,1,715.1300000000002,4
295,15752.0,5,1,715.1300000000002,4
296,17855.0,1,1,127.07000000000001,1
297,14047.0,1,1,1109.31,5
298,14047.0,3,1,1109.31,5
299,14047.0,4,1,1109.31,5
300,14047.0,5,1,1109.31,5
301,17925.0,1,1,244.08,2
302,13941.0,1,1,3518.500000000001,5
303,13941.0,2,1,3518.500000000001,5
304,13941.0,3,1,3518.500000000001,5
305,13941.0,4,1,3518.500000000001,5
306,13941.0,5,1,3518.500000000001,5
307,17017.0,1,2,2646.5200000000004,5
308,17017.0,2,2,2646.5200000000004,5
309,17017.0,3,2,2646.5200000000004,5
310,17017.0,4,2,2646.5200000000004,5
311,17017.0,5,2,2646.5200000000004,5
312,14135.0,1,2,2191.22,5
313,14135.0,3,2,2191.22,5
314,14135.0,4,2,2191.22,5
315,14135.0,5,2,2191.22,5
316,13108.0,1,1,350.05999999999995,3
317,15601.0,1,2,1856.5500000000002,5
318,15601.0,2,2,1856.5500000000002,5
319,15601.0,3,2,1856.5500000000002,5
320,15601.0,4,2,1856.5500000000002,5
321,15601.0,5,2,1856.5500000000002,5
322,13418.0,1,2,2659.010000000001,5
323,13418.0,3,2,2659.010000000001,5
324,13418.0,4,2,2659.010000000001,5
325,13418.0,5,2,2659.010000000001,5
326,15658.0,1,1,579.5,4
327,15658.0,2,1,579.5,4
328,15658.0,3,1,579.5,4
329,14388.0,1,1,888.0799999999999,4
330,14388.0,2,1,888.0799999999999,4
331,14388.0,3,1,888.0799999999999,4
332,14388.0,4,1,888.0799999999999,4
333,14388.0,5,1,888.0799999999999,4
334,14901.0,1,1,1093.9,5
335,14901.0,4,1,1093.9,5
336,14901.0,5,1,1093.9,5
337,18041.0,1,2,1790.0000000000005,5
338,18041.0,2,2,1790.0000000000005,5
339,18041.0,3,2,1790.0000000000005,5
340,18041.0,4,2,1790.0000000000005,5
341,18041.0,5,2,1790.0000000000005,5
342,15955.0,1,2,2019.18,5
343,15955.0,3,2,2019.18,5
344,15955.0,4,2,2019.18,5
345,15955.0,5,2,2019.18,5
346,15070.0,1,1,106.2,1
347,16244.0,1,1,635.3200000000002,4
348,16244.0,3,1,635.3200000000002,4
349,15111.0,1,1,615.1799999999998,4
350,15111.0,5,1,615.1799999999998,4
351,14390.0,1,1,2340.83,5
352,14390.0,3,1,2340.83,5
353,14390.0,4,1,2340.83,5
354,14390.0,5,1,2340.83,5
355,16546.0,1,1,574.3499999999999,4
356,16546.0,2,1,574.3499999999999,4
357,15260.0,1,1,935.0700000000002,4
358,15260.0,3,1,935.0700000000002,4
359,15260.0,4,1,935.0700000000002,4
360,13305.0,1,1,775.4100000000001,4
361,13305.0,2,1,775.4100000000001,4
362,13305.0,3,1,775.4100000000001,4
363,13305.0,4,1,775.4100000000001,4
364,13305.0,5,1,775.4100000000001,4
365,14491.0,1,1,258.23,2
366,14491.0,3,1,258.23,2
367,14060.0,1,2,3086.0599999999995,5
368,14060.0,2,2,3086.0599999999995,5
369,14060.0,3,2,3086.0599999999995,5
370,14060.0,4,2,3086.0599999999995,5
371,14060.0,5,2,3086.0599999999995,5
372,15923.0,1,1,115.13000000000002,1
373,16752.0,1,1,207.5,2
374,17287.0,1,1,642.8699999999999,4
375,17287.0,3,1,642.8699999999999,4
376,17287.0,4,1,642.8699999999999,4
377,17287.0,5,1,642.8699999999999,4
378,15363.0,1,1,272.90000000000003,2
379,12915.0,1,1,217.35000000000002,2
380,12915.0,4,1,217.35000000000002,2
381,15544.0,1,1,492.0300000000001,3
382,15544.0,2,1,492.0300000000001,3
383,15544.0,3,1,492.0300000000001,3
384,15544.0,4,1,492.0300000000001,3
385,15544.0,5,1,492.0300000000001,3
386,15738.0,1,2,1820.7,5
387,15738.0,2,2,1820.7,5
388,15738.0,3,2,1820.7,5
389,15738.0,4,2,1820.7,5
390,15738.0,5,2,1820.7,5
391,17381.0,1,3,12977.769999999995,5
392,17381.0,2,3,12977.769999999995,5
393,17381.0,3,3,12977.769999999995,5
394,17381.0,4,3,12977.769999999995,5
395,17381.0,5,3,12977.769999999995,5
396,15827.0,1,2,629.6999999999998,4
397,15827.0,2,2,629.6999999999998,4
398,15827.0,3,2,629.6999999999998,4
399,15827.0,4,2,629.6999999999998,4
400,14180.0,1,3,1386.7700000000002,5
401,14180.0,2,3,1386.7700000000002,5
402,14180.0,3,3,1386.7700000000002,5
403,14180.0,4,3,1386.7700000000002,5
404,14180.0,5,3,1386.7700000000002,5
405,13117.0,1,1,459.24000000000007,3
406,13117.0,2,1,459.24000000000007,3
407,13117.0,3,1,459.24000000000007,3
408,13117.0,4,1,459.24000000000007,3
409,13117.0,5,1,459.24000000000007,3
410,16916.0,1,1,302.4800000000001,2
411,16916.0,5,1,302.4800000000001,2
412,17964.0,1,1,315.15999999999997,3
413,17964.0,5,1,315.15999999999997,3
414,14466.0,1,1,1376.4499999999998,5
415,14466.0,2,1,1376.4499999999998,5
416,14466.0,3,1,1376.4499999999998,5
417,14466.0,4,1,1376.4499999999998,5
418,14466.0,5,1,1376.4499999999998,5
419,17235.0,1,1,426.0,3
420,17235.0,5,1,426.0,3
421,16510.0,1,1,228.20000000000002,2
422,17802.0,1,1,784.1800000000001,4
423,17802.0,3,1,784.1800000000001,4
424,17802.0,4,1,784.1800000000001,4
425,15107.0,1,1,281.90000000000003,2
426,15107.0,2,1,281.90000000000003,2
427,17976.0,1,1,175.14,2
428,14449.0,1,1,410.88000000000005,3
429,14449.0,3,1,410.88000000000005,3
430,14449.0,5,1,410.88000000000005,3
431,16781.0,1,1,222.15,2
432,13491.0,1,1,502.5,3
433,13491.0,2,1,502.5,3
434,13491.0,3,1,502.5,3
435,13491.0,4,1,502.5,3
436,13491.0,5,1,502.5,3
437,16186.0,1,1,1095.7900000000002,5
438,16186.0,3,1,1095.7900000000002,5
439,16186.0,4,1,1095.7900000000002,5
440,16186.0,5,1,1095.7900000000002,5
441,17685.0,1,1,1414.1899999999998,5
442,17685.0,2,1,1414.1899999999998,5
443,17685.0,4,1,1414.1899999999998,5
444,17685.0,5,1,1414.1899999999998,5
445,17581.0,1,3,3156.2299999999996,5
446,17581.0,2,3,3156.2299999999996,5
447,17581.0,3,3,3156.2299999999996,5
448,17581.0,4,3,3156.2299999999996,5
449,17581.0,5,3,3156.2299999999996,5
450,15732.0,1,1,183.62,2
451,15732.0,3,1,183.62,2
452,13138.0,1,1,305.61,2
453,13138.0,3,1,305.61,2
454,13138.0,4,1,305.61,2
455,13138.0,5,1,305.61,2
456,15823.0,1,1,15.0,1
457,17567.0,1,1,1760.4599999999998,5
458,17567.0,2,1,1760.4599999999998,5
459,17567.0,3,1,1760.4599999999998,5
460,17567.0,4,1,1760.4599999999998,5
461,17567.0,5,1,1760.4599999999998,5
467,16203.0,1,1,192.4,2
468,16203.0,3,1,192.4,2
469,16203.0,4,1,192.4,2
470,16203.0,5,1,192.4,2
471,15640.0,1,2,3568.5099999999998,5
472,15640.0,2,2,3568.5099999999998,5
473,15640.0,3,2,3568.5099999999998,5
474,15640.0,4,2,3568.5099999999998,5
475,15640.0,5,2,3568.5099999999998,5
476,15574.0,1,1,382.3299999999999,3
477,15574.0,3,1,382.3299999999999,3
478,16770.0,1,1,326.62999999999994,3
479,16770.0,3,1,326.62999999999994,3
480,16770.0,5,1,326.62999999999994,3
481,17838.0,1,1,1421.8900000000003,5
482,17838.0,2,1,1421.8900000000003,5
483,17838.0,4,1,1421.8900000000003,5
484,17838.0,5,1,1421.8900000000003,5
485,17228.0,1,1,761.6799999999998,4
486,17228.0,2,1,761.6799999999998,4
487,17228.0,3,1,761.6799999999998,4
488,17228.0,4,1,761.6799999999998,4
489,17228.0,5,1,761.6799999999998,4
490,14829.0,1,1,406.36999999999995,3
491,14829.0,3,1,406.36999999999995,3
492,14829.0,5,1,406.36999999999995,3
493,17412.0,1,1,548.7499999999999,4
494,17412.0,2,1,548.7499999999999,4
495,17412.0,3,1,548.7499999999999,4
496,17412.0,5,1,548.7499999999999,4
497,14031.0,1,2,7880.219999999998,5
498,14031.0,2,2,7880.219999999998,5
499,14031.0,3,2,7880.219999999998,5
500,14031.0,4,2,7880.219999999998,5
501,14031.0,5,2,7880.219999999998,5
502,14775.0,1,1,417.47999999999996,3
503,14775.0,4,1,417.47999999999996,3
504,14775.0,5,1,417.47999999999996,3
505,12971.0,1,5,3915.4999999999995,5
506,12971.0,2,5,3915.4999999999995,5
507,12971.0,3,5,3915.4999999999995,5
508,12971.0,4,5,3915.4999999999995,5
509,12971.0,5,5,3915.4999999999995,5
510,17659.0,1,1,1364.4700000000005,5
511,17659.0,2,1,1364.4700000000005,5
512,17659.0,3,1,1364.4700000000005,5
513,17659.0,4,1,1364.4700000000005,5
514,17659.0,5,1,1364.4700000000005,5
515,15299.0,1,1,3907.01,5
516,15299.0,2,1,3907.01,5
517,15299.0,3,1,3907.01,5
518,15299.0,5,1,3907.01,5
519,15646.0,1,1,203.89,2
520,15646.0,3,1,203.89,2
521,15646.0,4,1,203.89,2
522,13402.0,1,1,292.58000000000004,2
523,13402.0,4,1,292.58000000000004,2
524,17757.0,1,3,1823.3200000000006,5
525,17757.0,2,3,1823.3200000000006,5
526,17757.0,3,3,1823.3200000000006,5
527,17757.0,4,3,1823.3200000000006,5
528,17757.0,5,3,1823.3200000000006,5
529,13011.0,1,1,50.550000000000004,1
530,13798.0,1,4,8961.71,5
531,13798.0,2,4,8961.71,5
532,13798.0,3,4,8961.71,5
533,13798.0,4,4,8961.71,5
534,13798.0,5,4,8961.71,5
535,16754.0,1,1,2002.4,5
536,16634.0,1,1,200.2,2
537,16634.0,3,1,200.2,2
538,18239.0,1,1,720.2600000000001,4
539,18239.0,2,1,720.2600000000001,4
540,18239.0,3,1,720.2600000000001,4
541,14576.0,1,1,35.400000000000006,1
542,13145.0,1,1,499.72,3
543,13145.0,4,1,499.72,3
544,13145.0,5,1,499.72,3
545,18168.0,1,1,646.2400000000001,4
546,18168.0,2,1,646.2400000000001,4
547,18168.0,3,1,646.2400000000001,4
548,14395.0,1,1,1224.94,5
549,14395.0,2,1,1224.94,5
550,14395.0,3,1,1224.94,5
551,14395.0,4,1,1224.94,5
552,14395.0,5,1,1224.94,5
553,14865.0,1,1,52.2,1
554,14865.0,5,1,52.2,1
555,15093.0,1,1,2398.76,5
556,15093.0,2,1,2398.76,5
557,15093.0,3,1,2398.76,5
558,15093.0,4,1,2398.76,5
559,15093.0,5,1,2398.76,5
560,16150.0,1,1,895.9700000000001,4
561,16150.0,2,1,895.9700000000001,4
562,16150.0,4,1,895.9700000000001,4
563,16150.0,5,1,895.9700000000001,4
564,17552.0,1,1,490.90999999999997,3
565,17552.0,4,1,490.90999999999997,3
566,17552.0,5,1,490.90999999999997,3
567,14236.0,1,1,418.14,3
568,14236.0,4,1,418.14,3
569,17961.0,1,4,685.2000000000003,4
570,17961.0,2,4,685.2000000000003,4
571,17961.0,3,4,685.2000000000003,4
572,17961.0,4,4,685.2000000000003,4
573,17961.0,5,4,685.2000000000003,4
574,14573.0,1,1,603.2899999999998,4
575,14573.0,2,1,603.2899999999998,4
576,14573.0,3,1,603.2899999999998,4
577,17135.0,1,1,647.48,4
578,17135.0,2,1,647.48,4
579,17135.0,5,1,647.48,4
580,17396.0,1,1,4428.4,5
581,17396.0,4,1,4428.4,5
582,17396.0,5,1,4428.4,5
583,12967.0,1,1,1346.2,5
584,13370.0,1,1,408.86999999999995,3
585,16883.0,1,1,216.22999999999996,2
586,16883.0,3,1,216.22999999999996,2
587,12841.0,1,3,1621.4099999999996,5
588,12841.0,2,3,1621.4099999999996,5
589,12841.0,3,3,1621.4099999999996,5
590,12841.0,4,3,1621.4099999999996,5
591,12841.0,5,3,1621.4099999999996,5
592,16905.0,1,1,1988.18,5
593,16905.0,2,1,1988.18,5
594,16905.0,3,1,1988.18,5
595,16905.0,5,1,1988.18,5
596,17967.0,1,1,71.19,1
597,16891.0,1,1,293.66999999999996,2
598,16891.0,4,1,293.66999999999996,2
599,16891.0,5,1,293.66999999999996,2
600,14589.0,1,1,23.85,1
601,14680.0,1,2,7315.870000000002,5
602,14680.0,2,2,7315.870000000002,5
603,14680.0,3,2,7315.870000000002,5
604,14680.0,4,2,7315.870000000002,5
605,14680.0,5,2,7315.870000000002,5
606,17884.0,1,1,455.6699999999999,3
607,17884.0,2,1,455.6699999999999,3
608,17884.0,5,1,455.6699999999999,3
609,14083.0,1,1,497.25999999999993,3
610,14083.0,2,1,497.25999999999993,3
611,14083.0,3,1,497.25999999999993,3
612,14083.0,4,1,497.25999999999993,3
613,14083.0,5,1,497.25999999999993,3
614,13013.0,1,1,1830.0799999999992,5
615,13013.0,3,1,1830.0799999999992,5
616,13013.0,4,1,1830.0799999999992,5
617,13013.0,5,1,1830.0799999999992,5
618,14210.0,1,1,639.8700000000001,4
619,14210.0,2,1,639.8700000000001,4
620,14210.0,3,1,639.8700000000001,4
621,14210.0,4,1,639.8700000000001,4
622,16477.0,1,1,700.8299999999999,4
623,16477.0,2,1,700.8299999999999,4
624,16477.0,3,1,700.8299999999999,4
625,16477.0,4,1,700.8299999999999,4
626,16477.0,5,1,700.8299999999999,4
637,16926.0,1,1,127.7,1
638,17787.0,1,1,903.4899999999998,4
639,17787.0,2,1,903.4899999999998,4
640,17787.0,4,1,903.4899999999998,4
641,14723.0,1,1,589.5800000000002,4
642,14723.0,5,1,589.5800000000002,4
643,17954.0,1,1,865.63,4
644,17954.0,2,1,865.63,4
645,17954.0,3,1,865.63,4
646,17954.0,4,1,865.63,4
647,17954.0,5,1,865.63,4
648,17819.0,1,1,1775.3600000000001,5
649,17819.0,2,1,1775.3600000000001,5
650,17819.0,3,1,1775.3600000000001,5
651,17819.0,4,1,1775.3600000000001,5
652,15373.0,1,1,1296.17,5
653,15373.0,2,1,1296.17,5
654,15373.0,3,1,1296.17,5
655,15373.0,4,1,1296.17,5
656,15373.0,5,1,1296.17,5
657,16140.0,1,1,513.56,4
658,16140.0,5,1,513.56,4
659,17198.0,1,1,479.08000000000004,3
660,17198.0,5,1,479.08000000000004,3
661,17238.0,1,2,1107.4099999999999,5
662,17238.0,2,2,1107.4099999999999,5
663,17238.0,3,2,1107.4099999999999,5
664,17238.0,4,2,1107.4099999999999,5
665,17238.0,5,2,1107.4099999999999,5
671,14396.0,1,1,292.18,2
672,14396.0,5,1,292.18,2
673,14898.0,1,1,918.26,4
674,14898.0,2,1,918.26,4
675,14898.0,3,1,918.26,4
676,14898.0,4,1,918.26,4
677,14898.0,5,1,918.26,4
678,16725.0,1,1,379.86,3
679,16725.0,2,1,379.86,3
680,16455.0,1,1,413.92999999999995,3
681,16455.0,2,1,413.92999999999995,3
682,16455.0,3,1,413.92999999999995,3
683,16455.0,4,1,413.92999999999995,3
684,16455.0,5,1,413.92999999999995,3
685,13081.0,1,1,5992.909999999999,5
686,13081.0,2,1,5992.909999999999,5
687,13081.0,3,1,5992.909999999999,5
688,13081.0,4,1,5992.909999999999,5
689,13081.0,5,1,5992.909999999999,5
690,15545.0,1,1,157.26000000000002,1
691,15545.0,5,1,157.26000000000002,1
692,17243.0,1,3,4093.1400000000003,5
693,17243.0,2,3,4093.1400000000003,5
694,17243.0,3,3,4093.1400000000003,5
695,17243.0,4,3,4093.1400000000003,5
696,17243.0,5,3,4093.1400000000003,5
697,15465.0,1,2,3573.4899999999993,5
698,15465.0,2,2,3573.4899999999993,5
699,15465.0,3,2,3573.4899999999993,5
700,15465.0,4,2,3573.4899999999993,5
701,15465.0,5,2,3573.4899999999993,5
702,13089.0,1,5,13668.320000000005,5
703,13089.0,2,5,13668.320000000005,5
704,13089.0,3,5,13668.320000000005,5
705,13089.0,4,5,13668.320000000005,5
706,13089.0,5,5,13668.320000000005,5
707,16033.0,1,2,2047.8999999999999,5
708,16033.0,2,2,2047.8999999999999,5
709,16033.0,3,2,2047.8999999999999,5
710,16033.0,4,2,2047.8999999999999,5
711,16033.0,5,2,2047.8999999999999,5
712,13838.0,1,1,240.49,2
713,13838.0,4,1,240.49,2
714,13838.0,5,1,240.49,2
715,18055.0,1,1,2455.2599999999993,5
716,18055.0,2,1,2455.2599999999993,5
717,18055.0,3,1,2455.2599999999993,5
718,18055.0,4,1,2455.2599999999993,5
719,18055.0,5,1,2455.2599999999993,5
720,15038.0,1,1,286.41,2
721,15038.0,3,1,286.41,2
722,15038.0,5,1,286.41,2
723,18109.0,1,3,3575.7100000000005,5
724,18109.0,2,3,3575.7100000000005,5
725,18109.0,3,3,3575.7100000000005,5
726,18109.0,4,3,3575.7100000000005,5
727,18109.0,5,3,3575.7100000000005,5
728,13069.0,1,2,2009.0500000000004,5
729,13069.0,2,2,2009.0500000000004,5
730,13069.0,3,2,2009.0500000000004,5
731,13069.0,4,2,2009.0500000000004,5
732,13069.0,5,2,2009.0500000000004,5
733,16241.0,1,1,703.1099999999999,4
